Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Matisse Thybulle,SG,24,PHI,59,44,25.5,2.3,4.6,.498,0.7,2.3,.316,1.6,2.4,.671,.575,0.6,0.7,.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.5,5.9,11.2,.596,.487,.158,2.6,7.4,5.1,5.7,3.4,3.8,11.2,9.8,1.0,2.3,3.3,.105,-2.3,3.3,1.0,1.1,"$2,840,160"
Matt Thomas,SG,27,CHI,40,0,11.5,1.4,3.4,.410,0.9,2.3,.385,0.5,1.1,.465,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,9.9,.564,.679,.149,0.7,11.3,6.1,5.8,0.9,0.6,5.3,14.5,0.3,0.2,0.6,.061,-1.2,-1.5,-2.6,-0.1,"$1,669,178"
Maurice Harkless,SF,28,SAC,47,24,18.4,1.8,3.9,.459,0.7,2.1,.307,1.1,1.7,.650,.544,0.4,0.6,.714,0.3,2.1,2.4,0.5,0.6,0.5,0.7,1.6,4.6,7.7,.561,.558,.155,1.5,12.8,7.1,3.6,1.6,2.4,13.8,11.1,-0.1,0.5,0.5,.026,-3.6,0.3,-3.3,-0.3,"$4,347,600"
Max Strus,SF,25,MIA,63,11,23.1,3.6,8.3,.430,2.6,6.5,.396,1.0,1.8,.553,.585,0.6,0.8,.780,0.4,2.6,3.0,1.4,0.3,0.2,0.8,1.7,10.4,12.2,.597,.783,.095,1.9,12.4,7.2,9.0,0.8,0.9,8.5,18.3,1.6,1.5,3.1,.102,1.0,-0.7,0.3,0.8,"$1,669,178"
Maxi Kleber,PF,30,DAL,56,21,24.7,2.4,6.0,.401,1.4,4.3,.326,1.0,1.8,.582,.516,0.8,1.2,.708,1.2,4.7,5.9,1.2,0.5,1.0,0.8,2.4,7.0,11.2,.539,.709,.193,5.4,21.3,13.3,6.7,1.0,3.7,10.5,13.3,0.8,2.2,3.0,.103,-1.5,1.2,-0.3,0.6,"$8,750,000"
Michael Porter Jr.,SF,23,DEN,9,9,29.4,4.1,11.4,.359,1.1,5.3,.208,3.0,6.1,.491,.408,0.6,1.0,.556,1.0,5.6,6.6,1.9,1.1,0.2,1.3,1.8,9.9,7.6,.416,.466,.087,3.9,20.4,12.4,9.0,1.9,0.7,10.1,19.7,-0.5,0.3,-0.2,-0.029,-3.9,0.5,-3.4,-0.1,"$5,258,735"
Mikal Bridges,SF,25,PHO,75,75,35.5,5.6,10.5,.532,1.5,3.9,.376,4.1,6.6,.624,.602,1.5,1.9,.829,0.9,3.4,4.3,2.3,1.2,0.5,0.8,1.9,14.2,14.5,.626,.373,.177,3.0,9.9,6.6,8.7,1.6,1.2,6.6,14.8,5.0,3.4,8.4,.152,0.6,1.1,1.7,2.5,"$5,557,725"
Mike Conley,PG,34,UTA,66,66,28.3,4.6,10.8,.427,2.3,5.7,.402,2.3,5.2,.455,.532,1.9,2.3,.809,0.6,2.4,3.0,5.3,1.3,0.3,1.7,1.9,13.4,17.2,.565,.522,.213,2.6,8.8,5.8,27.5,2.4,0.9,12.2,20.8,4.0,2.0,6.0,.155,2.3,0.6,2.9,2.3,"$21,000,000"
Mike Muscala,C,30,OKC,43,0,13.8,2.6,5.8,.456,1.6,3.8,.429,1.0,2.0,.506,.597,1.1,1.3,.842,0.5,2.5,3.0,0.5,0.4,0.6,0.3,1.3,8.0,19.8,.630,.657,.230,3.6,18.9,11.2,6.2,1.5,4.1,4.9,20.9,1.4,0.7,2.1,.174,3.9,1.1,5.0,1.1,"$3,500,000"
Miles Bridges,PF,23,CHO,74,74,35.9,7.5,15.3,.487,1.9,5.9,.323,5.6,9.4,.590,.549,3.3,4.1,.800,1.2,5.9,7.1,3.8,1.0,0.9,1.9,2.5,20.1,17.7,.587,.385,.269,3.3,17.7,10.4,15.9,1.3,2.3,10.2,22.6,4.4,2.2,6.7,.121,1.7,-0.2,1.5,2.3,"$5,421,493"
Miles McBride,PG,21,NYK,36,2,9.1,0.8,2.6,.290,0.4,1.6,.232,0.4,1.0,.378,.360,0.2,0.3,.667,0.1,1.0,1.1,1.1,0.4,0.0,0.1,1.2,2.1,6.3,.382,.602,.129,1.3,11.7,6.4,17.6,2.0,0.3,4.8,13.8,-0.1,0.3,0.2,.030,-5.6,1.2,-4.5,-0.2,"$925,258"
Mitchell Robinson,C,23,NYK,69,59,25.5,3.6,4.8,.763,0.0,0.0,,3.6,4.8,.763,.763,1.2,2.5,.485,4.1,4.5,8.6,0.5,0.8,1.8,0.8,2.8,8.5,20.8,.724,.000,.520,16.9,19.5,18.1,3.2,1.5,6.9,12.5,11.5,5.1,2.9,8.0,.220,1.1,1.1,2.2,1.8,"$1,802,057"
Miye Oni,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.4,-0.1,0.0,0.0,-0.034,-7.6,-0.3,-7.9,-0.1,"$850,331"
Miye Oni,SG,24,UTA,16,0,2.8,0.1,0.6,.222,0.1,0.5,.125,0.1,0.1,1.000,.278,0.0,0.1,.000,0.1,0.4,0.4,0.3,0.0,0.0,0.1,0.4,0.3,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.4,-0.1,0.0,0.0,-0.034,-7.6,-0.3,-7.9,-0.1,"$850,331"
Mo Bamba,C,23,ORL,65,63,25.8,4.1,8.6,.477,1.4,3.8,.373,2.7,4.8,.557,.558,0.8,1.0,.797,2.1,5.9,8.0,1.1,0.6,1.6,1.2,2.6,10.4,15.8,.575,.437,.115,8.6,24.2,16.4,6.8,1.1,5.8,11.3,17.0,1.4,2.5,3.9,.110,-0.7,0.8,0.2,0.9,"$7,568,742"
Monte Morris,PG,26,DEN,70,69,29.8,5.1,10.4,.487,1.7,4.2,.398,3.4,6.2,.547,.567,0.9,1.1,.857,0.3,2.7,3.0,4.4,0.7,0.2,1.0,1.2,12.7,14.9,.586,.404,.106,1.2,9.7,5.6,21.3,1.2,0.6,8.5,17.5,3.7,1.5,5.2,.119,0.9,-0.8,0.1,1.1,"$8,333,333"
Montrezl Harrell,C,28,TOT,66,3,23.3,5.1,7.9,.639,0.1,0.3,.235,5.0,7.7,.653,.643,3.2,4.4,.717,2.2,4.1,6.3,2.0,0.4,0.6,1.0,1.9,13.4,23.5,.677,.032,.553,10.2,19.2,14.7,13.6,0.9,2.2,9.4,20.5,5.8,1.2,7.0,.217,3.9,0.1,4.0,2.3,"$9,720,900"
Moritz Wagner,C,24,ORL,57,1,14.2,3.0,6.0,.491,1.0,3.1,.328,2.0,3.0,.659,.574,1.6,2.0,.809,0.6,2.7,3.3,1.3,0.3,0.2,0.8,1.9,8.6,18.6,.618,.506,.334,4.6,20.1,12.3,15.7,1.0,1.5,10.2,23.5,1.6,0.8,2.4,.145,1.9,0.1,2.1,0.8,"$1,729,217"
Moses Brown,C,22,TOT,33,1,6.3,1.1,2.0,.538,0.0,0.0,,1.1,2.0,.538,.538,0.9,1.5,.580,0.7,1.6,2.2,0.0,0.2,0.4,0.4,1.0,3.0,17.0,.569,.000,.769,11.8,27.9,19.8,0.7,1.5,5.7,13.9,21.9,0.1,0.4,0.6,.129,-4.1,0.0,-4.0,-0.1,"$1,797,523"
Moses Brown,C,22,TOT,33,1,6.3,1.1,2.0,.538,0.0,0.0,,1.1,2.0,.538,.538,0.9,1.5,.580,0.7,1.6,2.2,0.0,0.2,0.4,0.4,1.0,3.0,17.0,.569,.000,.769,11.8,27.9,19.8,0.7,1.5,5.7,13.9,21.9,0.1,0.4,0.6,.129,-4.1,0.0,-4.0,-0.1,"$1,797,523"
Moses Moody,SG,19,GSW,48,10,12.1,1.6,3.7,.427,0.8,2.2,.346,0.8,1.5,.549,.531,0.6,0.8,.778,0.4,1.3,1.6,0.4,0.1,0.2,0.3,0.9,4.5,10.2,.560,.601,.202,3.3,11.1,7.3,5.1,0.6,1.6,6.3,15.5,0.5,0.6,1.1,.092,-1.7,-1.3,-3.0,-0.1,"$3,562,080"
Myles Turner,C,25,IND,42,42,29.4,4.8,9.4,.509,1.5,4.4,.333,3.3,5.0,.662,.587,1.9,2.5,.752,1.5,5.5,7.1,1.0,0.7,2.8,1.3,2.8,12.9,17.5,.615,.466,.267,5.8,21.1,13.3,5.2,1.1,8.3,10.9,17.1,1.7,1.5,3.2,.125,0.1,1.4,1.5,1.1,"$18,000,000"
Naji Marshall,SF,24,NOP,48,3,12.9,1.9,4.9,.399,0.4,2.0,.216,1.5,2.8,.529,.444,1.1,1.5,.761,0.7,2.0,2.7,1.0,0.6,0.1,0.8,1.2,5.4,12.1,.494,.416,.305,5.9,16.9,11.3,11.3,2.4,0.8,12.3,20.9,-0.1,0.7,0.6,.045,-2.8,-0.4,-3.2,-0.2,"$1,517,981"
Nassir Little,SF,21,POR,42,23,25.9,3.5,7.5,.460,1.2,3.7,.331,2.2,3.8,.584,.541,1.6,2.2,.734,1.4,4.2,5.6,1.3,0.6,0.9,1.0,2.0,9.8,13.6,.575,.489,.298,5.6,18.6,11.9,7.4,1.1,3.3,10.1,15.7,1.2,0.6,1.8,.080,-0.8,-0.6,-1.4,0.2,"$2,316,240"
Naz Reid,C,22,MIN,71,5,15.7,3.0,6.1,.495,0.7,2.1,.354,2.3,4.1,.567,.555,1.5,2.0,.761,1.4,2.6,3.9,0.9,0.5,0.9,1.0,2.2,8.3,17.9,.594,.337,.326,9.0,17.8,13.3,8.9,1.5,5.8,12.8,21.4,1.7,1.5,3.2,.138,0.0,0.7,0.6,0.7,"$1,782,621"
Nemanja Bjelica,C,33,GSW,65,0,15.8,2.2,4.8,.453,0.7,2.1,.346,1.4,2.7,.537,.529,0.8,1.1,.703,0.8,3.2,4.0,2.1,0.6,0.4,1.2,1.8,5.9,13.4,.554,.437,.238,5.7,21.6,13.8,19.0,1.7,2.2,18.3,17.9,0.6,1.8,2.4,.111,-1.5,2.1,0.6,0.7,"$2,089,448"
Nerlens Noel,C,27,NYK,25,11,22.5,1.3,2.4,.533,0.0,0.1,.000,1.3,2.3,.561,.533,0.8,1.2,.700,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,11.9,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,0.5,1.0,1.5,.125,-3.0,3.2,0.2,0.3,"$8,800,000"
Nic Claxton,C,22,BRK,40,19,20.5,3.8,5.7,.668,0.0,0.0,,3.8,5.7,.668,.668,1.2,2.0,.588,2.0,3.5,5.5,0.9,0.5,1.2,0.8,2.2,8.7,19.2,.668,.000,.354,10.6,18.3,14.5,6.4,1.2,5.1,10.3,15.3,2.0,0.9,3.0,.174,0.7,0.1,0.7,0.6,"$1,782,621"
Nick Richards,C,24,CHO,47,5,7.6,1.2,1.8,.671,0.0,0.0,,1.2,1.8,.671,.671,0.6,0.9,.698,0.7,1.1,1.7,0.3,0.2,0.4,0.5,1.0,3.1,16.0,.693,.000,.506,9.0,15.3,12.1,5.1,1.2,5.3,17.5,15.0,0.6,0.3,1.0,.131,-2.4,0.0,-2.5,0.0,"$1,517,981"
Nickeil Alexander-Walker,SG,23,TOT,62,21,23.3,4.0,10.8,.371,1.6,5.3,.308,2.4,5.5,.431,.446,1.3,1.7,.741,0.6,2.4,3.0,2.5,0.7,0.4,1.5,1.6,11.0,10.4,.473,.493,.161,2.8,11.3,7.0,16.0,1.5,1.5,11.3,24.2,-1.1,1.1,0.0,-0.001,-1.9,-1.2,-3.0,-0.4,"$3,261,480"
Nicolas Batum,PF,33,LAC,54,49,24.6,3.1,6.7,.457,1.8,4.7,.393,1.2,2.0,.606,.594,0.4,0.6,.625,0.5,3.8,4.3,1.6,0.9,0.7,0.7,1.4,8.3,13.3,.599,.698,.089,2.2,16.0,9.3,9.5,1.9,2.4,9.0,13.6,1.3,1.8,3.2,.114,0.2,1.6,1.9,1.3,"$12,213,507"
Nicolas Batum,PF,33,LAC,54,49,24.6,3.1,6.7,.457,1.8,4.7,.393,1.2,2.0,.606,.594,0.4,0.6,.625,0.5,3.8,4.3,1.6,0.9,0.7,0.7,1.4,8.3,13.3,.599,.698,.089,2.2,16.0,9.3,9.5,1.9,2.4,9.0,13.6,1.3,1.8,3.2,.114,0.2,1.6,1.9,1.3,"$12,213,507"
Nikola Jokić,C,26,DEN,69,69,33.2,9.9,17.2,.576,1.4,4.0,.345,8.6,13.3,.646,.616,5.0,6.2,.811,2.8,10.8,13.6,8.0,1.4,0.9,3.7,2.6,26.3,32.7,.658,.231,.361,9.6,35.2,22.8,43.3,2.1,2.4,15.8,31.5,10.1,4.2,14.3,.299,9.2,4.6,13.8,9.1,"$30,510,423"
Nikola Vučević,C,31,CHI,67,67,33.5,7.6,15.9,.477,1.4,4.6,.315,6.1,11.3,.543,.522,1.3,1.7,.754,2.0,9.3,11.3,3.3,1.0,1.0,1.9,2.5,17.9,18.7,.538,.289,.107,6.6,30.9,18.9,15.3,1.5,2.7,10.1,24.4,1.5,3.1,4.7,.100,1.0,0.2,1.2,1.8,"$24,000,000"
Norman Powell,SF-SG,28,TOT,43,41,32.9,6.2,13.6,.457,2.3,5.7,.407,3.9,7.9,.493,.542,4.1,5.1,.807,0.5,2.8,3.3,2.2,1.0,0.4,1.6,2.3,18.8,15.9,.595,.416,.373,1.5,9.6,5.4,10.8,1.4,1.3,9.0,22.8,2.3,0.4,2.6,.089,1.0,-1.6,-0.6,0.5,"$15,517,242"
OG Anunoby,SF,24,TOR,45,45,36.3,6.5,14.8,.439,2.4,6.7,.360,4.1,8.1,.505,.521,1.8,2.5,.748,1.6,3.9,5.4,2.6,1.5,0.6,1.6,2.8,17.3,14.8,.543,.454,.166,4.4,12.2,8.1,10.9,2.1,1.5,9.4,20.7,1.7,1.7,3.4,.101,0.4,0.0,0.4,1.0,"$16,071,429"
Obi Toppin,PF,23,NYK,66,5,15.6,3.0,5.8,.525,0.5,1.9,.260,2.5,3.8,.657,.568,1.1,1.5,.735,1.0,2.6,3.6,0.9,0.3,0.4,0.7,1.4,7.7,17.2,.596,.333,.268,6.4,18.4,12.3,10.3,1.0,2.5,10.3,20.2,1.7,1.2,2.9,.134,0.7,0.1,0.9,0.8,"$5,105,160"
Omer Yurtseven,C,23,MIA,52,11,12.3,2.3,4.4,.537,0.0,0.2,.125,2.3,4.2,.553,.540,0.7,1.1,.632,1.5,3.8,5.3,0.9,0.3,0.4,0.8,1.5,5.4,18.3,.557,.035,.251,13.8,34.3,24.2,11.8,1.2,3.1,13.4,20.2,0.8,1.3,2.1,.155,-1.0,0.7,-0.3,0.3,"$1,489,065"
Onyeka Okongwu,C,21,ATL,41,6,20.5,3.4,4.9,.693,0.0,0.0,,3.4,4.9,.693,.693,1.7,2.3,.723,2.4,3.1,5.6,1.0,0.6,1.3,1.0,3.2,8.4,20.1,.716,.000,.472,13.0,16.8,14.9,7.4,1.5,5.8,14.3,14.6,2.6,0.9,3.5,.197,0.0,0.6,0.6,0.6,"$6,104,280"
Oshae Brissett,SF,23,IND,62,20,22.6,2.9,7.1,.408,1.1,3.3,.330,1.8,3.8,.475,.484,1.6,2.3,.688,1.6,3.6,5.2,0.9,0.6,0.5,0.7,1.6,8.5,12.5,.521,.460,.320,7.7,17.8,12.7,5.7,1.4,1.8,8.4,16.8,1.1,0.9,2.0,.067,-0.8,-1.5,-2.3,-0.1,"$1,701,593"
Otto Porter Jr.,PF,28,GSW,59,15,21.7,3.1,6.6,.471,1.3,3.5,.371,1.8,3.2,.581,.568,0.8,1.0,.814,1.3,4.3,5.7,1.6,1.1,0.5,0.6,1.4,8.3,16.7,.590,.524,.151,6.9,21.1,14.2,10.3,2.5,2.1,7.5,15.3,2.3,2.5,4.7,.177,1.4,2.2,3.6,1.8,"$2,389,641"
P.J. Tucker,PF,36,MIA,68,67,28.0,3.0,6.1,.484,1.2,2.8,.416,1.8,3.3,.542,.579,0.6,0.9,.729,1.4,4.0,5.4,2.1,0.8,0.2,0.9,2.3,7.7,11.4,.594,.456,.141,5.8,15.9,10.9,10.5,1.4,0.8,12.6,11.8,2.3,2.5,4.8,.121,-0.8,1.2,0.4,1.2,"$7,000,000"
P.J. Washington,PF,23,CHO,59,22,26.9,3.8,8.3,.458,1.8,4.9,.366,2.0,3.4,.590,.566,0.9,1.3,.716,1.3,4.0,5.3,2.2,0.9,0.9,1.2,2.3,10.2,13.6,.581,.589,.152,5.0,15.8,10.3,11.3,1.5,3.1,12.3,15.8,1.6,1.4,3.1,.093,-0.1,0.2,0.1,0.8,"$4,215,120"
PJ Dozier,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4,8.8,.463,.485,.131,4.7,15.6,10.3,11.4,1.6,1.6,11.0,15.2,-0.1,0.4,0.3,.040,-2.9,0.9,-2.0,0.0,"$1,910,860"
Pascal Siakam,PF,27,TOR,62,62,37.7,8.6,17.4,.495,1.2,3.2,.365,7.5,14.3,.524,.528,4.1,5.5,.743,1.9,6.4,8.3,5.1,1.2,0.6,2.7,3.4,22.5,20.2,.567,.182,.317,5.2,19.5,12.0,22.1,1.6,1.6,11.8,25.6,4.5,2.8,7.2,.149,2.7,0.6,3.4,3.1,"$31,320,000"
Pat Connaughton,SG,29,MIL,58,18,26.6,3.6,7.7,.468,2.3,5.8,.406,1.3,2.0,.649,.619,0.7,0.9,.820,0.7,3.7,4.4,1.2,0.9,0.2,0.6,1.4,10.3,13.8,.634,.746,.111,2.8,14.2,8.6,6.4,1.7,0.9,6.4,13.9,2.7,1.5,4.3,.133,1.0,0.4,1.4,1.3,"$5,333,333"
Patrick Beverley,PG,33,MIN,54,50,25.6,3.1,7.6,.409,1.5,4.3,.346,1.6,3.3,.489,.506,1.6,2.2,.720,1.1,3.1,4.2,4.6,1.1,0.9,1.3,3.0,9.3,14.8,.541,.562,.287,4.5,13.2,8.8,24.4,2.1,3.5,13.3,16.2,2.2,1.7,3.8,.133,0.7,2.0,2.8,1.7,"$14,320,988"
Patrick Williams,PF,20,CHI,10,5,20.6,2.1,4.3,.488,0.5,1.3,.385,1.6,3.0,.533,.547,0.5,0.9,.556,0.5,2.0,2.5,0.6,0.6,0.3,0.6,1.4,5.2,8.1,.554,.302,.209,2.7,10.7,6.8,3.8,1.4,1.3,11.3,11.3,0.0,0.1,0.2,.042,-3.4,0.1,-3.4,-0.1,"$7,422,000"
Patty Mills,PG,33,BRK,74,46,29.4,4.2,10.2,.410,2.9,7.2,.400,1.3,3.0,.432,.551,0.6,0.8,.821,0.2,1.8,2.0,2.3,0.6,0.2,0.9,1.4,11.9,10.8,.563,.707,.074,0.9,6.4,3.7,10.9,1.1,0.7,7.8,16.8,1.9,0.8,2.7,.060,0.0,-1.5,-1.5,0.3,"$5,890,000"
Paul George,SF,31,LAC,26,26,35.5,9.0,21.4,.421,2.7,8.3,.323,6.3,13.0,.484,.484,4.0,4.5,.880,0.4,6.7,7.1,5.5,2.0,0.4,4.2,2.5,24.7,17.6,.528,.390,.210,1.3,19.4,10.6,27.1,2.8,0.9,15.2,34.1,-0.9,1.5,0.6,.033,1.1,1.7,2.7,1.1,"$39,344,970"
Paul Millsap,PF,36,TOT,32,1,11.4,1.4,3.6,.395,0.3,1.1,.229,1.2,2.5,.468,.430,0.5,0.8,.708,1.3,2.3,3.6,0.9,0.3,0.4,0.6,2.0,3.6,11.3,.462,.307,.211,12.5,21.4,17.0,10.8,1.2,3.2,12.6,17.0,0.1,0.4,0.5,.067,-3.3,0.2,-3.2,-0.1,"$2,641,691"
Paul Reed,C,22,PHI,33,2,7.7,1.1,2.2,.479,0.1,0.2,.286,1.0,2.0,.500,.493,0.1,0.3,.400,1.0,1.2,2.2,0.4,0.7,0.4,0.2,1.3,2.3,16.9,.491,.096,.137,15.1,16.5,15.8,7.7,4.5,4.6,9.4,15.2,0.2,0.6,0.8,.150,-2.3,2.3,0.0,0.1,"$1,517,981"
Payton Pritchard,SG,24,BOS,65,2,13.8,2.2,5.1,.422,1.3,3.3,.407,0.8,1.8,.449,.553,0.3,0.3,1.000,0.4,1.4,1.8,2.0,0.3,0.1,0.6,0.8,5.9,14.3,.567,.645,.057,3.3,10.7,7.1,21.0,1.1,0.5,10.0,18.6,1.5,1.1,2.6,.138,1.4,-0.1,1.3,0.8,"$2,137,440"
Precious Achiuwa,C,22,TOR,66,27,23.7,3.6,8.2,.438,0.7,1.9,.357,2.9,6.3,.462,.479,1.0,1.7,.591,2.1,4.7,6.8,1.1,0.5,0.6,1.1,2.1,8.9,12.8,.495,.232,.211,9.2,22.8,15.6,7.0,1.1,2.4,11.1,18.3,0.4,1.9,2.3,.070,-2.0,-0.7,-2.7,-0.3,"$2,711,280"
Quentin Grimes,SG,21,NYK,45,6,17.1,2.1,5.1,.409,1.6,4.1,.389,0.5,1.0,.489,.565,0.3,0.4,.684,0.5,1.5,2.0,0.9,0.7,0.2,0.6,1.6,6.1,11.0,.573,.804,.083,3.1,9.5,6.3,8.3,2.0,1.4,10.5,15.1,0.6,0.8,1.4,.088,-1.0,0.8,-0.2,0.4,"$2,168,760"
R.J. Hampton,SG,20,ORL,58,10,21.1,2.6,6.7,.388,1.0,2.8,.363,1.6,3.9,.406,.463,1.1,1.8,.618,0.3,2.6,2.9,2.3,0.7,0.2,1.3,1.6,7.3,8.8,.487,.411,.262,1.6,13.3,7.4,16.5,1.5,1.0,14.9,18.1,-1.0,1.1,0.0,.001,-3.7,0.2,-3.5,-0.5,"$2,303,040"
RJ Barrett,SF,21,NYK,65,65,34.6,7.0,17.0,.410,2.0,5.8,.347,4.9,11.2,.443,.470,4.1,5.7,.719,1.0,5.0,5.9,2.9,0.6,0.2,2.1,2.1,20.0,13.9,.514,.342,.336,2.9,15.6,9.2,14.4,0.9,0.7,9.9,27.3,0.4,1.9,2.3,.050,-0.1,-1.3,-1.4,0.3,"$8,623,920"
Rajon Rondo,PG,35,TOT,35,1,18.1,1.8,4.7,.382,0.7,2.3,.329,1.1,2.5,.430,.461,0.5,0.7,.731,0.4,2.5,2.9,4.2,0.7,0.2,1.8,1.4,4.9,10.2,.485,.479,.158,2.4,14.5,8.6,31.3,2.0,0.8,26.6,16.5,-0.3,0.8,0.4,.032,-2.8,0.8,-2.0,0.0,"$2,641,691"
Rajon Rondo,PG,35,TOT,35,1,18.1,1.8,4.7,.382,0.7,2.3,.329,1.1,2.5,.430,.461,0.5,0.7,.731,0.4,2.5,2.9,4.2,0.7,0.2,1.8,1.4,4.9,10.2,.485,.479,.158,2.4,14.5,8.6,31.3,2.0,0.8,26.6,16.5,-0.3,0.8,0.4,.032,-2.8,0.8,-2.0,0.0,"$2,641,691"
Raul Neto,PG,29,WAS,63,19,20.8,3.1,6.7,.456,0.5,1.8,.289,2.5,4.9,.518,.495,1.2,1.6,.762,0.2,1.9,2.1,3.3,0.8,0.0,1.2,1.6,7.9,12.4,.531,.270,.239,1.1,9.8,5.5,23.5,2.0,0.2,13.5,18.3,0.7,0.8,1.5,.054,-2.5,-0.5,-3.0,-0.4,"$2,089,448"
Reggie Bullock,SF,30,DAL,61,30,27.3,2.9,7.4,.396,2.0,5.7,.351,0.9,1.6,.550,.532,0.6,0.7,.818,0.5,3.1,3.6,1.2,0.6,0.2,0.6,1.6,8.4,9.3,.549,.778,.098,1.8,12.6,7.2,6.1,1.1,0.7,6.8,13.6,0.9,1.8,2.7,.079,-1.5,0.1,-1.4,0.3,"$9,536,000"
Reggie Jackson,SG,31,LAC,70,70,31.1,6.4,16.2,.393,2.2,6.8,.331,4.1,9.4,.439,.463,1.8,2.2,.838,0.5,3.2,3.7,4.8,0.7,0.2,2.3,2.0,16.9,12.5,.490,.418,.136,1.9,10.5,6.3,25.0,1.2,0.5,11.7,27.6,-1.4,1.8,0.4,.009,-1.1,-1.6,-2.7,-0.4,"$10,384,500"
Richaun Holmes,C,28,SAC,45,37,23.9,4.4,6.7,.660,0.0,0.1,.400,4.4,6.6,.664,.663,1.6,2.0,.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,17.8,.689,.017,.300,9.3,23.0,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.8,3.2,.145,-0.3,-0.2,-0.5,0.4,"$10,384,500"
Ricky Rubio,PG,31,CLE,34,8,28.5,4.4,12.1,.363,1.7,5.1,.339,2.6,7.0,.380,.434,2.6,3.0,.854,0.4,3.7,4.1,6.6,1.4,0.2,2.6,2.2,13.1,14.1,.488,.423,.251,1.7,14.0,8.0,34.8,2.5,0.6,16.5,24.9,-0.1,1.5,1.4,.069,-0.9,1.2,0.2,0.6,"$17,809,524"
Robert Covington,PF-SF,31,TOT,64,40,27.8,2.8,6.9,.403,1.7,4.6,.357,1.1,2.3,.497,.523,0.8,0.9,.842,0.8,4.7,5.6,1.3,1.5,1.3,1.1,2.7,8.0,11.6,.546,.672,.129,3.2,18.9,10.9,6.8,2.6,4.6,13.2,13.1,0.3,2.2,2.4,.066,-2.0,1.9,-0.2,0.8,"$12,975,471"
Robert Williams,C,24,BOS,61,61,29.6,4.4,6.0,.736,0.0,0.0,.000,4.4,6.0,.738,.736,1.1,1.5,.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0,22.2,.745,.003,.245,14.5,20.4,17.5,9.9,1.5,6.8,13.4,11.5,6.0,3.9,9.9,.264,2.4,3.0,5.4,3.3,"$3,661,976"
Robert Woodard II,SF,22,SAC,12,0,3.5,0.2,1.3,.125,0.1,0.3,.250,0.1,1.0,.083,.156,0.2,0.2,1.000,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6,2.2,.207,.250,.125,12.8,15.8,14.2,9.0,1.1,2.1,5.6,18.2,-0.2,0.0,-0.1,-0.146,-6.7,-3.7,-10.4,-0.1,"$1,517,981"
Robin Lopez,C,33,ORL,30,9,17.4,3.3,5.8,.563,0.1,0.2,.400,3.2,5.6,.568,.569,0.8,1.4,.581,2.0,1.6,3.7,1.5,0.0,0.5,1.3,2.0,7.4,14.1,.578,.029,.247,12.3,9.9,11.1,14.5,0.1,2.8,16.8,19.2,0.5,0.3,0.7,.069,-2.1,-1.4,-3.6,-0.2,"$5,000,000"
Rodney Hood,SF-SG,29,TOT,48,0,13.8,1.1,3.1,.358,0.6,1.8,.310,0.6,1.3,.422,.447,0.3,0.4,.882,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,6.9,.473,.576,.113,2.5,9.2,5.9,6.8,1.0,0.8,5.9,10.9,0.1,0.4,0.6,.041,-3.2,-0.3,-3.5,-0.2,"$2,239,544"
Rodney McGruder,SG,30,DET,47,2,14.2,1.7,4.1,.417,1.0,2.7,.383,0.7,1.4,.484,.544,0.3,0.4,.700,0.6,1.5,2.1,0.9,0.4,0.1,0.4,1.0,4.7,10.7,.555,.667,.104,4.5,11.7,7.9,9.6,1.4,0.7,9.5,14.2,0.5,0.4,0.9,.065,-1.1,-0.7,-1.8,0.0,"$1,939,350"
